incident_number,date_time_of_call,cal_year,fin_year,type_of_incident,pump_count,pump_hours_total,hourly_notional_cost,incident_notional_cost,final_description,animal_group_parent,originof_call,property_type,property_category,special_service_type_category,special_service_type,ward_code,ward,borough_code,borough,stn_ground_name,uprn,street,usrn,postcode_district,easting_m,northing_m,easting_rounded,northing_rounded,latitude,longitude,dist,time
74766111.0,15/05/2011 09:50,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,HERON WITH SUSPECTED BROKEN LEG,Bird,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from water,Animal rescue from water - Bird,E05000347,Brentford,E09000018,Hounslow,Ealing,100022000000.0,Clitherow Road,21500285.0,TW8,517052.0,178306.0,517050,178350,0.49566784520297075,0.22021595374853672,0.4516226068300795,9
76055111.0,17/05/2011 09:45,2011,2011/12,Special Service,1.0,2.0,260,0.09724770642201835,CAT STUCK BETWEEN TWO WALLS,Cat,Other FRS,Private garage,Non Residential,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000404,Chessington North and Hook,E09000021,Kingston upon Thames,Surbiton,100022000000.0,Somerset Avenue,21800861.0,KT9,517853.0,164792.0,517850,164750,0.18383563996243701,0.22911131267207746,0.5644008956406756,9
76214111.0,17/05/2011 16:45,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,DOG TRAPPED IN CAR SEAT,Dog,Person (mobile),Car,Road Vehicle,Other animal assistance,Animal assistance involving livestock - Other action,E05000104,Wembley Central,E09000005,Brent,Wembley,202089574.0,Harrow Road,20202039.0,HA0,517683.0,185013.0,517650,185050,0.6498812391980607,0.23452044163217128,0.4702935785230325,16
78364111.0,21/05/2011 12:17,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA  WITH CAT TRAPPED ON CANAL  BANK,Cat,Person (mobile),Canal/riverbank vegetation,Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000643,Regent's Park,E09000033,Westminster,Paddington,100023000000.0,Lisson Grove,8400993.0,NW8,526935.0,182426.0,526950,182450,0.5851383412140173,0.4018238781695629,0.251958482691108,12
79282111.0,22/05/2011 15:53,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT STUCK IN TREE,Cat,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000608,William Morris,E09000031,Waltham Forest,Walthamstow,100023000000.0,Brookdale Road,22819650.0,E17,537080.0,189590.0,537050,189550,0.7441133199796769,0.5899732902173905,0.4308686841718786,15
81574111.0,25/05/2011 19:30,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED BETWEEN WALLS IN GARDEN,Cat,Person (land line),Private Garden Shed,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000301,Roxbourne,E09000015,Harrow,Northolt,100021000000.0,Rosebery Avenue,21201953.0,HA2,512549.0,185886.0,512550,185850,0.672679857115286,0.14137244492372303,0.5511861609293233,19
82278111.0,26/05/2011 21:30,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT IN PRECARIOUS POSITION,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000343,West Ruislip,E09000017,Hillingdon,Ruislip,100021000000.0,Standale Grove,21401849.0,HA4,508448.0,188637.0,508450,188650,0.7381330150209243,0.06774149709296762,0.6225939567647599,21
83841111.0,29/05/2011 14:28,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,PIGEON TRAPPED IN NETTING,Bird,Person (mobile),Indoor Market,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000476,Boleyn,E09000025,Newham,Plaistow,10009002891.0,Queens Market,22208088.0,E13,541172.0,183689.0,541150,183650,0.6055773055866918,0.6615486730123041,0.4339051152037761,14
85501111.0,01/06/2011 09:33,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,DOG TRAPPED IN GARDEN,Dog,Person (mobile),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000219,Eltham South,E09000011,Greenwich,Eltham,100021000000.0,Restons Crescent,20801259.0,SE9,545130.0,174062.0,545150,174050,0.38122339201298516,0.7285882594967786,0.5241421286254319,9
90830111.0,09/06/2011 21:41,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT LOCKED IN CHURCH,Cat,Person (mobile),Church/Chapel,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05011488,West Thornton,E09000008,Croydon,Norbury,200001000000.0,Thornton Road,20502655.0,CR0,530862.0,167084.0,530850,167050,0.22935129448543062,0.4661283166607699,0.3552363283787227,21
91020111.0,10/06/2011 07:01,2011,2011/12,Special Service,2.0,4.0,260,0.28807339449541286,SWAN TRAPPED IN GATE - WATER RESCUE LEVEL TWO,Bird,Person (mobile),River/canal,Outdoor,Animal rescue from water,Animal rescue from water - Bird,E05000203,Jubilee,E09000010,Enfield,Edmonton,207178165.0,Picketts Lock Lane,20705131.0,N9,536277.0,193753.0,536250,193750,0.8405212784288861,0.5773811809510127,0.4618253522707501,7
93313111.0,14/06/2011 14:42,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA WITH CAT UP A TREE,Cat,Person (mobile),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000528,South Richmond,E09000027,Richmond upon Thames,Richmond,100022000000.0,Friars Lane,22403490.0,TW9,517515.0,174814.0,517550,174850,0.41495464917459796,0.22717143329151832,0.4795188077646107,14
96063111.0,19/06/2011 21:13,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,DOG IN POND,Dog,Person (mobile),River/canal,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,E05000442,Downham,E09000023,Lewisham,Bromley,10023230395.0,Beckenham Place Park,22007038.0,BR3,538659.0,171094.0,538650,171050,0.3169956715499502,0.6095687214668567,0.4533852721472037,21
97547111.0,22/06/2011 21:26,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED IN TREE,Cat,Person (land line),Retirement/Old Persons Home,Other Residential,Animal rescue from height,Animal rescue from height - Domestic pet,E05000314,Heaton,E09000016,Havering,Harold Hill,100021000000.0,North Hill Drive,21300103.0,RM3,553670.0,192583.0,553650,192550,0.8020957628712846,0.8939070577663337,0.6699725039134112,21
97932111.0,24/06/2011 13:24,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,PIGEON TRAPPED IN NETTING,Bird,Person (land line),Church/Chapel,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000381,Tollington,E09000019,Islington,Holloway,5300091439.0,Tollington Park,21603933.0,N4,530858.0,187085.0,530850,187050,0.690190124195112,0.4754072703142029,0.2718877121166088,13
100182111.0,27/06/2011 17:57,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,BIRD TRAPPED IN NETTING,Bird,Person (land line),Single shop,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000641,Marylebone High Street,E09000033,Westminster,Euston,10033583997.0,Marylebone High Street,8401405.0,W1U,528309.0,181734.0,528350,181750,0.5683986355153946,0.4265120994608568,0.1934172794762811,17
100612111.0,28/06/2011 10:41,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA WITH FOX TRAPPED IN FENCE,Fox,Person (land line),Railings,Outdoor Structure,Other animal assistance,Animal assistance involving livestock - Other action,E05000559,Carshalton South and Clockhouse,E09000029,Sutton,Purley,5870073935.0,Grove Lane,22602358.0,CR5,528795.0,160043.0,528750,160050,0.06832550204875071,0.42540690157636146,0.4563009971499004,10
103407111.0,02/07/2011 09:13,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,DOG TRAPPED BETWEEN DOOR OF LIFT,Dog,Police,Nursing/Care Home/Hospice,Other Residential,Animal rescue from height,Animal rescue from height - Domestic pet,E05011106,North Bermondsey,E09000028,Southwark,Dockhead,200003000000.0,Aspinden Road,22500102.0,SE16,534902.0,178797.0,534950,178750,0.4967956517109767,0.5450617525477731,0.2904548192060066,9
104190111.0,03/07/2011 09:54,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,TO ASSIST RSPCA WITH PIGEON TRAPPED IN NETTING,Bird,Person (land line),Purpose built office,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05011246,Ilford Town,E09000026,Redbridge,Ilford,10034922123.0,High Road,22306010.0,IG1,544374.0,186725.0,544350,186750,0.6734440858176997,0.7213973372418516,0.5119783081342472,9
104654111.0,03/07/2011 21:13,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,PIGEON STUCK IN TOWER,Bird,Person (land line),Church/Chapel,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05009328,Poplar,E09000030,Tower Hamlets,Poplar,6064299.0,Woodstock Terrace,22701364.0,E14,537797.0,180949.0,537750,180950,0.5445873530353814,0.5987677622654086,0.3388016041874714,21
105919111.0,05/07/2011 21:51,2011,2011/12,Special Service,1.0,2.0,260,0.09724770642201835,PIGEON STUCK IN NETTING UNDER BRIDGE,Bird,Person (mobile),Bridge,Outdoor Structure,Other animal assistance,Animal assistance involving livestock - Other action,E05000644,St. James's,E09000033,Westminster,Soho,10033534302.0,Embankment Place,8401314.0,WC2N,530406.0,180379.0,530450,180350,0.5359484254332559,0.4640379545965655,0.0703764022950625,21
106060111.0,06/07/2011 09:14,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,BIRD TRAPPED IN NETTING,Bird,Person (land line),Underground car park,Non Residential,Animal rescue from below ground,Animal rescue from below ground - Bird,E05000638,Lancaster Gate,E09000033,Westminster,Paddington,10033542018.0,Queensway,8401512.0,W2,525913.0,180671.0,525950,180650,0.5452864602635596,0.3824316443352301,0.2515760401946217,9
106920111.0,07/07/2011 19:59,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,BIRD STUCK IN  TREE,Bird,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Bird,E05011466,Coulsdon Town,E09000008,Croydon,Purley,100021000000.0,Chipstead Valley Road,20502600.0,CR5,529208.0,159465.0,529250,159450,0.05476772387959981,0.4326260141487552,0.4558331833028397,19
107462111.0,08/07/2011 21:31,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,BIRD TRAPPED IN NETTING,Bird,Person (land line),Church/Chapel,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000606,Markhouse,E09000031,Waltham Forest,Walthamstow,10091777532.0,Markhouse Road,22856450.0,E17,536592.0,188195.0,536550,188150,0.7122783027220978,0.5803960075648582,0.4070003943487091,21
108951111.0,11/07/2011 09:09,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED INSIDE GARAGE,Cat,Person (land line),Private garage,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000608,William Morris,E09000031,Waltham Forest,Walthamstow,100023000000.0,Pembar Avenue,22864850.0,E17,536040.0,189664.0,536050,189650,0.7464636924321906,0.5710566675632508,0.4142339906381416,9
110278111.0,13/07/2011 15:13,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED IN TREE,Cat,Person (mobile),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000320,St. Andrew's,E09000016,Havering,Hornchurch,100023000000.0,Diban Avenue,21300320.0,RM12,552640.0,185847.0,552650,185850,0.6476454190080938,0.8714371691397396,0.6089611629652592,15
111558111.0,15/07/2011 14:33,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,INJURED FOX FALLEN THROUGH ROOF OF BUILDING,Fox,Person (land line),Hospital,Non Residential,Animal rescue from below ground,Wild animal rescue from below ground,E05009336,Whitechapel,E09000030,Tower Hamlets,Whitechapel,6014098.0,Stepney Way,22701162.0,E1,534604.0,181593.0,534650,181550,0.5613966412856133,0.5409901035740509,0.2749634812116034,14
112187111.0,16/07/2011 12:29,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA WITH KITTEN STUCK UP A TREE,Cat,Other FRS,Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000323,Upminster,E09000016,Havering,Hornchurch,100021000000.0,Howard Road,21301828.0,RM14,556246.0,186725.0,556250,186750,0.6653414617581461,0.9375755219375507,0.655814200822157,12
114525111.0,20/07/2011 18:40,2011,2011/12,Special Service,1.0,2.0,260,0.09724770642201835,ASSIST RSPCA WITH BIRD OF PREY STUCK IN TREE,Bird,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,Animal rescue from height - Bird,E05000322,Squirrel's Heath,E09000016,Havering,Harold Hill,100021000000.0,Amery Gardens,21300946.0,RM2,553577.0,189879.0,553550,189850,0.7398727582797818,0.8907173289031971,0.649668088334347,18
115135111.0,21/07/2011 19:04,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED  IN BUSHES,Cat,Person (land line),Roadside vegetation,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05009399,Notting Dale,E09000020,Kensington and Chelsea,North Kensington,217079792.0,St. Anns Road,21701005.0,W11,523820.0,180690.0,523850,180650,0.5469089335920051,0.3443598424445734,0.3066948124765065,19
115622111.0,22/07/2011 17:52,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,Redacted,Unknown - Domestic Animal Or Pet,Person (mobile),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000192,Walpole,E09000009,Ealing,Ealing,12003057.0,Sherwood Close,20601548.0,W13,516614.0,180231.0,516650,180250,0.5402576210648544,0.21305338729465728,0.4420544706255133,17
118971111.0,28/07/2011 07:29,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,Redacted,Dog,Police,Other outdoor location,Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000203,Jubilee,E09000010,Enfield,Edmonton,207097515.0,Lingfield Gardens,20704440.0,N9,534845.0,194856.0,534850,194850,0.8668187654758083,0.5518003285927879,0.4508763012179779,7
122415111.0,02/08/2011 10:51,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT STUCK UP A TREE,Cat,Person (mobile),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000275,Noel Park,E09000014,Haringey,Hornsey,100021000000.0,Alexandra Road,21104163.0,N8,531155.0,189727.0,531150,189750,0.7508843380828943,0.48206173522378976,0.320724057407611,10
123936111.0,04/08/2011 13:52,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA WITH CAT STUCK UP TREE,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05011480,Selsdon & Addington Village,E09000008,Croydon,Addington,100021000000.0,Croham Valley Road,20502623.0,CR2,534512.0,163424.0,534550,163450,0.14283785181073613,0.5306055212735193,0.4593233936999078,13
124193111.0,04/08/2011 22:14,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,DOG TRAPPED IN FOOTINGS DITCH,Dog,Person (mobile),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000352,Feltham West,E09000018,Hounslow,Feltham,100022000000.0,Southcote Avenue,21501033.0,TW13,510003.0,172693.0,510050,172650,0.36994566023187336,0.08980426200359973,0.5968551867915703,22
124950111.0,06/08/2011 03:54,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,KITTEN TRAPPED BEHIND RAFTERS,Cat,Person (land line),Purpose built office,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,E05000041,Village,E09000002,Barking and Dagenham,Dagenham,10023599451.0,Heathway,19900172.0,RM10,549069.0,184707.0,549050,184750,0.623828701192441,0.8058150581625141,0.5564139529163528,3
124988111.0,06/08/2011 06:13,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,KITTEN STUCK IN ROOF,Cat,Person (land line),Purpose built office,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,E05000041,Village,E09000002,Barking and Dagenham,Dagenham,10023599451.0,Heathway,19900172.0,RM10,549069.0,184707.0,549050,184750,0.623828701192441,0.8058150581625141,0.5564139529163528,6
126528111.0,08/08/2011 00:56,2011,2011/12,Special Service,1.0,2.0,260,0.09724770642201835,SMALL ANIMAL RESCUE,Unknown - Heavy Livestock Animal,Person (land line),Other animal boarding/breeding establishment,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000371,Finsbury Park,E09000019,Islington,Holloway,5300083326.0,Sonderburg Road,21603814.0,N7,530968.0,186516.0,530950,186550,0.677014844952826,0.477143549308161,0.2648745174606386,0
129497111.0,09/08/2011 17:06,2011,2011/12,Special Service,1.0,2.0,260,0.09724770642201835,CAT STUCK BEHIND GAS FIRE,Cat,Person (land line),Retirement/Old Persons Home,Other Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000454,Whitefoot,E09000023,Lewisham,Bromley,10070773801.0,Reigate Road,22003617.0,BR1,539750.0,172250.0,539750,172250,0.3429429640233834,0.629952567024381,0.4599716958683387,17
131765111.0,11/08/2011 23:31,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED BETWEEN SHUTTERS,Cat,Person (land line),Single shop,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000182,Northfield,E09000009,Ealing,Ealing,12070254.0,Salisbury Road,20601502.0,W13,516612.0,179627.0,516650,179650,0.5263406492523699,0.21276477887688544,0.4448571040233031,23
134386111.0,16/08/2011 14:27,2011,2011/12,Special Service,1.0,2.0,260,0.09724770642201835,HORSE TRAPPED IN HORSEBOX,Horse,Person (mobile),Other road vehicle,Road Vehicle,Other animal assistance,Animal assistance involving livestock - Other action,E05000117,Darwin,E09000006,Bromley,Biggin Hill,100020000000.0,Buckhurst Road,20301435.0,TN16,543923.0,158209.0,543950,158250,0.016786957225002664,0.6985601091732827,0.6269760816809496,14
135157111.0,17/08/2011 19:02,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,DOG WITH HEAD STUCK IN WINE RACK,Dog,Person (land line),Fire station,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000317,Pettits,E09000016,Havering,Romford,100023000000.0,Pettits Lane North,21301497.0,RM1,551176.0,190578.0,551150,190550,0.7576391527327047,0.8473533317823689,0.628228029460645,19
